kirjastus_orig	kirjastus_standardized	N	min_time	max_time	min_time_st	max_time_st	standardizing_name	manual_verified
tallinna keskhaigla	tallinna keskhaigla	1	1997	1997	1997	1997	tallinna keskhaigla	""
tallinna keskkonnaamet	tallinna keskkonnaamet	21	1997	2019	1997	2019	tallinna keskkonnaamet	""
tallinna keskkonnaamet :	tallinna keskkonnaamet :	3	2013	2015	2013	2015	tallinna keskkonnaamet :	""
tallinna kesklinna lastepolikliinik	tallinna kesklinna lastepolikliinik	2	1990	1996	1990	1996	tallinna kesklinna lastepolikliinik	""
tallinna kesklinna täiskasvanute gümnaasium	tallinna kesklinna täiskasvanute gümnaasium	1	2001	2001	2001	2001	tallinna kesklinna täiskasvanute gümnaasium	""
tallinna keskraamatukogu	tallinna keskraamatukogu	32	1927	2018	1927	2018	tallinna keskraamatukogu	""
tallinna kiirabi	tallinna kiirabi	2	2005	2008	2005	2008	tallinna kiirabi	""
tallinna kinnituse selts	tallinna kinnituse selts	1	1926	1926	1926	1926	tallinna kinnituse selts	""
tallinna kirjastus ühistud	tallinna kirjastus ühistud	1	1923	1923	1923	1923	tallinna kirjastus ühistud	""
tallinna kirjastuse kooperatiiv	tallinna kirjastuse kooperatiiv	2	1937	1940	1937	1940	tallinna kirjastuse kooperatiiv	""
tallinna koertekasvatajate klubi	tallinna koertekasvatajate klubi	2	1988	1989	1988	1989	tallinna koertekasvatajate klubi	""
tallinna kolledž	tallinna kolledž	5	1925	1930	1925	1930	tallinna kolledž	""
tallinna kolledži ja rahvaülikooli kuulajatekogu	tallinna kolledži ja rahvaülikooli kuulajatekogu	1	1926	1926	1926	1926	tallinna kolledži ja rahvaülikooli kuulajatekogu	""
tallinna kollektsionääride klubi	tallinna kollektsionääride klubi	1	1985	1985	1985	1985	tallinna kollektsionääride klubi	""
tallinna kollektsionääride ühing	tallinna kollektsionääride ühing	1	1965	1965	1965	1965	tallinna kollektsionääride ühing	""
tallinna kommertskool	tallinna kommertskool	2	1999	1999	1999	1999	tallinna kommertskool	""
tallinna kommunaalamet	tallinna kommunaalamet	4	2012	2018	2012	2018	tallinna kommunaalamet	""
tallinna konservatoorium	tallinna konservatoorium	6	1928	1991	1928	1991	tallinna konservatoorium	""
tallinna konsistoorium	tallinna konsistoorium	1	1849	1849	1849	1849	tallinna konsistoorium	""
tallinna kontoriametnikkude kutseühing	tallinna kontoriametnikkude kutseühing	2	1940	1940	1940	1940	tallinna kontoriametnikkude kutseühing	""
tallinna koolinoorsoo ajaloo filosoofia ühing	tallinna koolinoorsoo ajaloo filosoofia ühing	1	1924	1924	1924	1924	tallinna koolinoorsoo ajaloo filosoofia ühing	""
tallinna koolinoorsoo muusika ühing	tallinna koolinoorsoo muusika ühing	3	1927	1931	1927	1931	tallinna koolinoorsoo muusika ühing	""
tallinna koolinoorsoo muusika ühingu ja vanematekogu segakoor	tallinna koolinoorsoo muusika ühingu ja vanematekogu segakoor	3	1938	1939	1938	1939	tallinna koolinoorsoo muusika ühingu ja vanematekogu segakoor	""
tallinna koolinoorsoo muusika ühingu segakoor	tallinna koolinoorsoo muusika ühingu segakoor	8	1925	1936	1925	1936	tallinna koolinoorsoo muusika ühingu segakoor	""
tallinna koolitervishoid	tallinna koolitervishoid	1	2014	2014	2014	2014	tallinna koolitervishoid	""
tallinna kooliõpetajate vastastiku abiandmise selts	tallinna kooliõpetajate vastastiku abiandmise selts	1	1913	1913	1913	1913	tallinna kooliõpetajate vastastiku abiandmise selts	""
tallinna kopli ametikool	tallinna kopli ametikool	1	2013	2013	2013	2013	tallinna kopli ametikool	""
tallinna kopli kunstikeskkool	tallinna kopli kunstikeskkool	1	1992	1992	1992	1992	tallinna kopli kunstikeskkool	""
tallinna kopli noortemaja	tallinna kopli noortemaja	1	2003	2003	2003	2003	tallinna kopli noortemaja	""
tallinna korterite komisjon	tallinna korterite komisjon	1	1917	1917	1917	1917	tallinna korterite komisjon	""
tallinna kristlik hoolekandekeskus	tallinna kristlik hoolekandekeskus	2	2003	2004	2003	2004	tallinna kristlik hoolekandekeskus	""
tallinna kristlike noorte naisühing	tallinna kristlike noorte naisühing	1	1938	1938	1938	1938	tallinna kristlike noorte naisühing	""
tallinna kub.tiisikuse vastu võitlemise selts	tallinna kub.tiisikuse vastu võitlemise selts	1	1911	1911	1911	1911	tallinna kub.tiisikuse vastu võitlemise selts	""
tallinna kubermangu karskuse kuratorium	tallinna kubermangu karskuse kuratorium	23	1905	1908	1905	1908	tallinna kubermangu karskuse kuratorium	""
tallinna kujutava  ja rakenduskunstikooli trk.	tallinna kujutava  ja rakenduskunstikooli trk.	3	1942	1943	1942	1943	tallinna kujutava  ja rakenduskunstikooli trk.	""
tallinna kullassepatööliste ametiühisus	tallinna kullassepatööliste ametiühisus	1	1929	1929	1929	1929	tallinna kullassepatööliste ametiühisus	""
tallinna kultuurikatel	tallinna kultuurikatel	1	2014	2014	2014	2014	tallinna kultuurikatel	""
tallinna kultuurimälestiste inspektsioon	tallinna kultuurimälestiste inspektsioon	1	1994	1994	1994	1994	tallinna kultuurimälestiste inspektsioon	""
tallinna kultuurivalitsus	tallinna kultuurivalitsus	1	1990	1990	1990	1990	tallinna kultuurivalitsus	""
tallinna kultuuriväärtuste amet	tallinna kultuuriväärtuste amet	18	2002	2015	2002	2015	tallinna kultuuriväärtuste amet	""
tallinna kultuuriväärtuste amet :	tallinna kultuuriväärtuste amet :	1	2001	2001	2001	2001	tallinna kultuuriväärtuste amet :	""
tallinna kultuurühing	tallinna kultuurühing	1	1940	1940	1940	1940	tallinna kultuurühing	""
tallinna kunstiarmastajate selts	tallinna kunstiarmastajate selts	1	1918	1918	1918	1918	tallinna kunstiarmastajate selts	""
tallinna kunstigümnaasium	tallinna kunstigümnaasium	2	2002	2004	2002	2004	tallinna kunstigümnaasium	""
tallinna kunstihoone	tallinna kunstihoone	15	1978	2016	1978	2016	tallinna kunstihoone	""
tallinna kunstihoone fond	tallinna kunstihoone fond	19	1998	2014	1998	2014	tallinna kunstihoone fond	""
tallinna kunstihoone fond :	tallinna kunstihoone fond :	1	2009	2009	2009	2009	tallinna kunstihoone fond :	""
tallinna kunstikool	tallinna kunstikool	1	2007	2007	2007	2007	tallinna kunstikool	""
tallinna kunstisalong	tallinna kunstisalong	4	1978	1979	1978	1979	tallinna kunstisalong	""
tallinna kunstiülikool	tallinna kunstiülikool	3	1990	1995	1990	1995	tallinna kunstiülikool	""
tallinna kuristiku gümnaasium	tallinna kuristiku gümnaasium	1	2014	2014	2014	2014	tallinna kuristiku gümnaasium	""
tallinna kurttummade selts	tallinna kurttummade selts	1	1937	1937	1937	1937	tallinna kurttummade selts	""
tallinna kustannus	tallinna kustannus	13	1998	2018	1998	2018	tallinna kustannus	""
tallinna kustannus oy	tallinna kustannus oy	3	2016	2018	2016	2018	tallinna kustannus oy	""
tallinna käsitöö meistrite keskkoondus	tallinna käsitöö meistrite keskkoondus	1	Inf	-Inf	Inf	-Inf	tallinna käsitöö meistrite keskkoondus	""
tallinna kõrgem muusikakool	tallinna kõrgem muusikakool	1	1923	1923	1923	1923	tallinna kõrgem muusikakool	""
tallinna köievabrik john carr'i pärijad	tallinna köievabrik john carr'i pärijad	1	1931	1931	1931	1931	tallinna köievabrik john carr'i pärijad	""
"tallinna köiewabrik """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""john carri pärijad"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	"tallinna köiewabrik """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""john carri pärijad"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	1	1921	1921	1921	1921	"tallinna köiewabrik ""john carri pärijad"	""
tallinna küte	tallinna küte	2	2005	2011	2005	2011	tallinna küte	""
tallinna laagna gümnaasium	tallinna laagna gümnaasium	1	2015	2015	2015	2015	tallinna laagna gümnaasium	""
tallinna laagna lasteaed põhikool	tallinna laagna lasteaed põhikool	1	2011	2011	2011	2011	tallinna laagna lasteaed põhikool	""
tallinna laenu  ja hoiukassa	tallinna laenu  ja hoiukassa	1	1939	1939	1939	1939	tallinna laenu  ja hoiukassa	""
tallinna laeva ühisus	tallinna laeva ühisus	5	1915	1917	1915	1917	tallinna laeva ühisus	""
tallinna laevaremonditehas	tallinna laevaremonditehas	1	1967	1967	1967	1967	tallinna laevaremonditehas	""
tallinna laevaühisus	tallinna laevaühisus	3	1920	1938	1920	1938	tallinna laevaühisus	""
tallinna laste turvakeskus	tallinna laste turvakeskus	3	2007	2008	2007	2008	tallinna laste turvakeskus	""
tallinna lastehaigla	tallinna lastehaigla	3	1999	2005	1999	2005	tallinna lastehaigla	""
tallinna lastehaigla toetusfond	tallinna lastehaigla toetusfond	2	2012	2018	2012	2018	tallinna lastehaigla toetusfond	""
tallinna lennujaam	tallinna lennujaam	1	1993	1993	1993	1993	tallinna lennujaam	""
tallinna lennuväe üleajateenijatekogu	tallinna lennuväe üleajateenijatekogu	1	1936	1936	1936	1936	tallinna lennuväe üleajateenijatekogu	""
tallinna liha  ja konservikombinaat	tallinna liha  ja konservikombinaat	2	1980	1980	1980	1980	tallinna liha  ja konservikombinaat	""
tallinna lihunikkude ühisus	tallinna lihunikkude ühisus	3	1919	1921	1919	1921	tallinna lihunikkude ühisus	""
tallinna liimi & kunstiväetise tehas	tallinna liimi & kunstiväetise tehas	1	1929	1929	1929	1929	tallinna liimi & kunstiväetise tehas	""
tallinna linna akušöör günekoloogide teaduslik selts	tallinna linna akušöör günekoloogide teaduslik selts	1	1963	1963	1963	1963	tallinna linna akušöör günekoloogide teaduslik selts	""
tallinna linna ametnikkude ja tegelaste klubi	tallinna linna ametnikkude ja tegelaste klubi	1	1923	1923	1923	1923	tallinna linna ametnikkude ja tegelaste klubi	""
tallinna linna arhiiv	tallinna linna arhiiv	1	1966	1966	1966	1966	tallinna linna arhiiv	""
tallinna linna elektrijaam	tallinna linna elektrijaam	4	1922	1938	1922	1938	tallinna linna elektrijaam	""
tallinna linna elektrikeskjaam	tallinna linna elektrikeskjaam	2	1925	1931	1925	1931	tallinna linna elektrikeskjaam	""
tallinna linna ettevõtete haigekassa	tallinna linna ettevõtete haigekassa	3	1935	1939	1935	1939	tallinna linna ettevõtete haigekassa	""
tallinna linna gaasivabrik	tallinna linna gaasivabrik	2	1938	1938	1938	1938	tallinna linna gaasivabrik	""
tallinna linna i lastehaigla	tallinna linna i lastehaigla	1	1990	1990	1990	1990	tallinna linna i lastehaigla	""
tallinna linna ja maakonna väikemaaharijate selts	tallinna linna ja maakonna väikemaaharijate selts	2	1931	1934	1931	1934	tallinna linna ja maakonna väikemaaharijate selts	""
tallinna linna kalinini rajooni rahvasaadikute nõukogu	tallinna linna kalinini rajooni rahvasaadikute nõukogu	2	1978	1983	1978	1983	tallinna linna kalinini rajooni rahvasaadikute nõukogu	""
tallinna linna kalinini rajooni töörahva saadikute nõukogu	tallinna linna kalinini rajooni töörahva saadikute nõukogu	2	1961	1969	1961	1969	tallinna linna kalinini rajooni töörahva saadikute nõukogu	""
tallinna linna kesklinna rajooni pensionäride nõukogu	tallinna linna kesklinna rajooni pensionäride nõukogu	2	1960	1960	1960	1960	tallinna linna kesklinna rajooni pensionäride nõukogu	""
tallinna linna keskraamatukogu	tallinna linna keskraamatukogu	1	1938	1938	1938	1938	tallinna linna keskraamatukogu	""
tallinna linna keskrajooni töörahva saadikute nõukogu	tallinna linna keskrajooni töörahva saadikute nõukogu	6	1961	1965	1961	1965	tallinna linna keskrajooni töörahva saadikute nõukogu	""
tallinna linna kliiniline lastehaigla	tallinna linna kliiniline lastehaigla	1	1989	1989	1989	1989	tallinna linna kliiniline lastehaigla	""
tallinna linna kodumajanduskeskkool	tallinna linna kodumajanduskeskkool	1	1937	1937	1937	1937	tallinna linna kodumajanduskeskkool	""
tallinna linna konsultatiivne geriaatriakabinet	tallinna linna konsultatiivne geriaatriakabinet	1	1986	1986	1986	1986	tallinna linna konsultatiivne geriaatriakabinet	""
tallinna linna lenini rajooni rahvasaadikute nõukogu täitevkomitee	tallinna linna lenini rajooni rahvasaadikute nõukogu täitevkomitee	2	1986	1987	1986	1987	tallinna linna lenini rajooni rahvasaadikute nõukogu täitevkomitee	""
tallinna linna massispordiürituste direktsioon	tallinna linna massispordiürituste direktsioon	1	1991	1991	1991	1991	tallinna linna massispordiürituste direktsioon	""
tallinna linna mererajooni rahvasaadikute nõukogu täitevkomitee	tallinna linna mererajooni rahvasaadikute nõukogu täitevkomitee	4	1982	1985	1982	1985	tallinna linna mererajooni rahvasaadikute nõukogu täitevkomitee	""
tallinna linna mererajooni töörahva saadikute nõukogu	tallinna linna mererajooni töörahva saadikute nõukogu	3	1961	1965	1961	1965	tallinna linna mererajooni töörahva saadikute nõukogu	""
tallinna linna miilitsavalitsus	tallinna linna miilitsavalitsus	1	1948	1948	1948	1948	tallinna linna miilitsavalitsus	""
tallinna linna naiskutsekool	tallinna linna naiskutsekool	3	1930	1937	1930	1937	tallinna linna naiskutsekool	""
tallinna linna naistööstusõpilaste kool	tallinna linna naistööstusõpilaste kool	1	1937	1937	1937	1937	tallinna linna naistööstusõpilaste kool	""
tallinna linna oktoobri rajooni rahvasaadikute nõukogu täitevkomitee	tallinna linna oktoobri rajooni rahvasaadikute nõukogu täitevkomitee	11	1980	1988	1980	1988	tallinna linna oktoobri rajooni rahvasaadikute nõukogu täitevkomitee	""
tallinna linna oktoobri rajooni töökollektiivide liit	tallinna linna oktoobri rajooni töökollektiivide liit	1	1989	1989	1989	1989	tallinna linna oktoobri rajooni töökollektiivide liit	""
tallinna linna omavalitsuse ettevõtete ühine haigekassa	tallinna linna omavalitsuse ettevõtete ühine haigekassa	3	1925	1932	1925	1932	tallinna linna omavalitsuse ettevõtete ühine haigekassa	""
tallinna linna pedagoogiline muuseum	tallinna linna pedagoogiline muuseum	1	1933	1933	1933	1933	tallinna linna pedagoogiline muuseum	""
tallinna linna poeglaste gümnaasium	tallinna linna poeglaste gümnaasium	1	1932	1932	1932	1932	tallinna linna poeglaste gümnaasium	""
tallinna linna poeglaste humanitaargümnaasium	tallinna linna poeglaste humanitaargümnaasium	2	1931	1931	1931	1931	tallinna linna poeglaste humanitaargümnaasium	""
tallinna linna poeglaste kaubanduskool	tallinna linna poeglaste kaubanduskool	2	1929	1934	1929	1934	tallinna linna poeglaste kaubanduskool	""
tallinna linna poeglaste kommertsümnaasium tallinna linna poeglaste kaubanduskool	tallinna linna poeglaste kommertsümnaasium tallinna linna poeglaste kaubanduskool	1	1933	1933	1933	1933	tallinna linna poeglaste kommertsümnaasium tallinna linna poeglaste kaubanduskool	""
tallinna linna raamatukogu	tallinna linna raamatukogu	1	1924	1924	1924	1924	tallinna linna raamatukogu	""
tallinna linna rahvasaadikute nõukogu	tallinna linna rahvasaadikute nõukogu	2	1980	1981	1980	1981	tallinna linna rahvasaadikute nõukogu	""
tallinna linna rahvasaadikute nõukogu täitevkomitee	tallinna linna rahvasaadikute nõukogu täitevkomitee	12	1978	1989	1978	1989	tallinna linna rahvasaadikute nõukogu täitevkomitee	""
tallinna linna rahvasaadikute nõukogu täitevkomitee kaubastute valitsus	tallinna linna rahvasaadikute nõukogu täitevkomitee kaubastute valitsus	2	1989	1990	1989	1990	tallinna linna rahvasaadikute nõukogu täitevkomitee kaubastute valitsus	""
tallinna linna rahvasaadikute nõukogu täitevkomitee tallinna linna statistikavalitsus	tallinna linna rahvasaadikute nõukogu täitevkomitee tallinna linna statistikavalitsus	2	1988	1989	1988	1989	tallinna linna rahvasaadikute nõukogu täitevkomitee tallinna linna statistikavalitsus	""
tallinna linna rsn täitevkomitee	tallinna linna rsn täitevkomitee	1	1988	1988	1988	1988	tallinna linna rsn täitevkomitee	""
tallinna linna statistikabüroo	tallinna linna statistikabüroo	1	1940	1940	1940	1940	tallinna linna statistikabüroo	""
tallinna linna statistikavalitsus	tallinna linna statistikavalitsus	1	1985	1985	1985	1985	tallinna linna statistikavalitsus	""
tallinna linna teede ekspluatatsiooni valitsus	tallinna linna teede ekspluatatsiooni valitsus	1	1977	1977	1977	1977	tallinna linna teede ekspluatatsiooni valitsus	""
tallinna linna tervishoiu komisjon	tallinna linna tervishoiu komisjon	1	1911	1911	1911	1911	tallinna linna tervishoiu komisjon	""
tallinna linna tervishoiu osakond	tallinna linna tervishoiu osakond	2	1921	1940	1921	1940	tallinna linna tervishoiu osakond	""
tallinna linna terwishoiu komisjon	tallinna linna terwishoiu komisjon	1	1915	1915	1915	1915	tallinna linna terwishoiu komisjon	""
tallinna linna tsn tk	tallinna linna tsn tk	1	1973	1973	1973	1973	tallinna linna tsn tk	""
tallinna linna tsn tk tervishoiuosakond	tallinna linna tsn tk tervishoiuosakond	1	1964	1964	1964	1964	tallinna linna tsn tk tervishoiuosakond	""
tallinna linna tsn täitevkomitee	tallinna linna tsn täitevkomitee	1	1965	1965	1965	1965	tallinna linna tsn täitevkomitee	""
tallinna linna tsn täitevkomitee siseasjade valitsuse riiklik autoinspektsioon	tallinna linna tsn täitevkomitee siseasjade valitsuse riiklik autoinspektsioon	1	1972	1972	1972	1972	tallinna linna tsn täitevkomitee siseasjade valitsuse riiklik autoinspektsioon	""
tallinna linna tänavraudtee mehaanika töökojad	tallinna linna tänavraudtee mehaanika töökojad	1	1925	1925	1925	1925	tallinna linna tänavraudtee mehaanika töökojad	""
tallinna linna töörahva saadikute nõukogu	tallinna linna töörahva saadikute nõukogu	31	1948	1976	1948	1976	tallinna linna töörahva saadikute nõukogu	""
tallinna linna töörahva saadikute nõukogu täitevkomitee	tallinna linna töörahva saadikute nõukogu täitevkomitee	19	1948	1975	1948	1975	tallinna linna töörahva saadikute nõukogu täitevkomitee	""
tallinna linna tütarlaste kaubanduskooli vilistlaskogu	tallinna linna tütarlaste kaubanduskooli vilistlaskogu	1	1927	1927	1927	1927	tallinna linna tütarlaste kaubanduskooli vilistlaskogu	""
tallinna linna tütarlaste kommertsgümnaasium ja kaubanduskool	tallinna linna tütarlaste kommertsgümnaasium ja kaubanduskool	3	1929	1936	1929	1936	tallinna linna tütarlaste kommertsgümnaasium ja kaubanduskool	""
tallinna linna tütarlaste kommertsgümnaasiumi ja kaubanduskooli puudustkannatavatele õpilastele abiandmise selts	tallinna linna tütarlaste kommertsgümnaasiumi ja kaubanduskooli puudustkannatavatele õpilastele abiandmise selts	1	1930	1930	1930	1930	tallinna linna tütarlaste kommertsgümnaasiumi ja kaubanduskooli puudustkannatavatele õpilastele abiandmise selts	""
tallinna linna tütarlaste kommertskooli noorte punase risti ring	tallinna linna tütarlaste kommertskooli noorte punase risti ring	1	1939	1939	1939	1939	tallinna linna tütarlaste kommertskooli noorte punase risti ring	""
tallinna linna valgustuse  ja veemuretsemise osakonna meeskoor	tallinna linna valgustuse  ja veemuretsemise osakonna meeskoor	1	1932	1932	1932	1932	tallinna linna valgustuse  ja veemuretsemise osakonna meeskoor	""
tallinna linna veevärk	tallinna linna veevärk	1	1925	1925	1925	1925	tallinna linna veevärk	""
tallinna linna xii algkooli juures koond.üldõpetuse õpetajate rühmik	tallinna linna xii algkooli juures koond.üldõpetuse õpetajate rühmik	4	1929	1932	1929	1932	tallinna linna xii algkooli juures koond.üldõpetuse õpetajate rühmik	""
tallinna linna xx algkool	tallinna linna xx algkool	3	1937	1939	1937	1939	tallinna linna xx algkool	""
tallinna linna ühisgümnaasiumi v lend	tallinna linna ühisgümnaasiumi v lend	1	1924	1924	1924	1924	tallinna linna ühisgümnaasiumi v lend	""
tallinna linnaamet	tallinna linnaamet	2	1916	1917	1916	1917	tallinna linnaamet	""
tallinna linnaametnike ühing	tallinna linnaametnike ühing	1	1939	1939	1939	1939	tallinna linnaametnike ühing	""
tallinna linnaarhiiv	tallinna linnaarhiiv	30	1924	2015	1924	2015	tallinna linnaarhiiv	""
tallinna linnaarhiiv :	tallinna linnaarhiiv :	2	1997	2006	1997	2006	tallinna linnaarhiiv :	""
tallinna linnakantselei	tallinna linnakantselei	10	2006	2017	2006	2017	tallinna linnakantselei	""
tallinna linnakantselei :	tallinna linnakantselei :	1	2012	2012	2012	2012	tallinna linnakantselei :	""
tallinna linnakantselei arenguteenistus	tallinna linnakantselei arenguteenistus	5	2006	2007	2006	2007	tallinna linnakantselei arenguteenistus	""
tallinna linnakomitee	tallinna linnakomitee	1	1977	1977	1977	1977	tallinna linnakomitee	""
tallinna linnakoolide õpetajate hoiu  ja laenukassa	tallinna linnakoolide õpetajate hoiu  ja laenukassa	1	1933	1933	1933	1933	tallinna linnakoolide õpetajate hoiu  ja laenukassa	""
tallinna linnamission	tallinna linnamission	4	1922	1923	1922	1923	tallinna linnamission	""
tallinna linnamuuseum	tallinna linnamuuseum	34	1940	2018	1940	2018	tallinna linnamuuseum	""
tallinna linnamuuseum :	tallinna linnamuuseum :	1	2009	2009	2009	2009	tallinna linnamuuseum :	""
tallinna linnaomavalitsus	tallinna linnaomavalitsus	1	1929	1929	1929	1929	tallinna linnaomavalitsus	""
tallinna linnapank	tallinna linnapank	4	1915	1940	1915	1940	tallinna linnapank	""
tallinna linnaplaneerimise amet	tallinna linnaplaneerimise amet	1	2013	2013	2013	2013	tallinna linnaplaneerimise amet	""
tallinna linnateater	tallinna linnateater	21	1995	2017	1995	2017	tallinna linnateater	""
tallinna linnateenijate meeskoor	tallinna linnateenijate meeskoor	5	1935	1939	1935	1939	tallinna linnateenijate meeskoor	""
tallinna linnatranspordi as	tallinna linnatranspordi as	3	2016	2018	2016	2018	tallinna linnatranspordi as	""
tallinna linnauurimise instituut	tallinna linnauurimise instituut	1	1989	1989	1989	1989	tallinna linnauurimise instituut	""
tallinna linnavalitsus	tallinna linnavalitsus	50	1919	2016	1919	2016	tallinna linnavalitsus	""
tallinna linnavalitsus :	tallinna linnavalitsus :	1	2005	2005	2005	2005	tallinna linnavalitsus :	""
tallinna linnavalitsuse tervishoiuosakond	tallinna linnavalitsuse tervishoiuosakond	3	1927	1932	1927	1932	tallinna linnavalitsuse tervishoiuosakond	""
tallinna linnavaraamet	tallinna linnavaraamet	1	2009	2009	2009	2009	tallinna linnavaraamet	""
tallinna linnavolikogu	tallinna linnavolikogu	4	1917	1993	1917	1993	tallinna linnavolikogu	""
tallinna linnavolikogu kantselei	tallinna linnavolikogu kantselei	8	1996	2017	1996	2017	tallinna linnavolikogu kantselei	""
tallinna linnawolikogu	tallinna linnawolikogu	1	1925	1925	1925	1925	tallinna linnawolikogu	""
tallinna linnuklubi	tallinna linnuklubi	1	2014	2014	2014	2014	tallinna linnuklubi	""
tallinna lipkond	tallinna lipkond	2	1957	1961	1957	1961	tallinna lipkond	""
tallinna loomaaaed	tallinna loomaaaed	1	2014	2014	2014	2014	tallinna loomaaaed	""
tallinna loomaaed	tallinna loomaaed	1	2001	2001	2001	2001	tallinna loomaaed	""
tallinna loomaaed :	tallinna loomaaed :	3	2016	2018	2016	2018	tallinna loomaaed :	""
tallinna loomaaia sõprade selts	tallinna loomaaia sõprade selts	1	2009	2009	2009	2009	tallinna loomaaia sõprade selts	""
tallinna loomakaitse selts	tallinna loomakaitse selts	2	1900	1934	1900	1934	tallinna loomakaitse selts	""
tallinna läti selts	tallinna läti selts	1	Inf	-Inf	Inf	-Inf	tallinna läti selts	""
tallinna maailmakaubanduskeskus	tallinna maailmakaubanduskeskus	1	1996	1996	1996	1996	tallinna maailmakaubanduskeskus	""
tallinna maalritööliste ametiühing	tallinna maalritööliste ametiühing	2	1930	1930	1930	1930	tallinna maalritööliste ametiühing	""
tallinna majanduskool	tallinna majanduskool	11	2001	2013	2001	2013	tallinna majanduskool	""
tallinna majaomanikkude pank	tallinna majaomanikkude pank	2	1923	1932	1923	1932	tallinna majaomanikkude pank	""
tallinna majaomanikkude selts	tallinna majaomanikkude selts	10	1908	1940	1908	1940	tallinna majaomanikkude selts	""
tallinna malering	tallinna malering	1	1915	1915	1915	1915	tallinna malering	""
tallinna maleva staap	tallinna maleva staap	1	1934	1934	1934	1934	tallinna maleva staap	""
tallinna manufaktuur ja kaubandus	tallinna manufaktuur ja kaubandus	1	Inf	-Inf	Inf	-Inf	tallinna manufaktuur ja kaubandus	""
tallinna mardi lasteaed	tallinna mardi lasteaed	1	2010	2010	2010	2010	tallinna mardi lasteaed	""
tallinna meditsiinikool	tallinna meditsiinikool	2	1999	2000	1999	2000	tallinna meditsiinikool	""
tallinna meestelaulu selts	tallinna meestelaulu selts	84	1918	1944	1918	1944	tallinna meestelaulu selts	""
tallinna meestelaulu seltsi türnpu meeskoor	tallinna meestelaulu seltsi türnpu meeskoor	1	2016	2016	2016	2016	tallinna meestelaulu seltsi türnpu meeskoor	""
tallinna merekool	tallinna merekool	9	1932	1938	1932	1938	tallinna merekool	""
tallinna merekooli lõpetanud kaugesõidukaptenite ühing	tallinna merekooli lõpetanud kaugesõidukaptenite ühing	8	1935	1940	1935	1940	tallinna merekooli lõpetanud kaugesõidukaptenite ühing	""
tallinna metallitööliste ametiühisus	tallinna metallitööliste ametiühisus	3	1922	1927	1922	1927	tallinna metallitööliste ametiühisus	""
tallinna metallitööliste kutseühing	tallinna metallitööliste kutseühing	1	1940	1940	1940	1940	tallinna metallitööliste kutseühing	""
tallinna metallitöösturite ühing	tallinna metallitöösturite ühing	1	1937	1937	1937	1937	tallinna metallitöösturite ühing	""
tallinna metallitööstuse meistrite ühing	tallinna metallitööstuse meistrite ühing	1	1930	1930	1930	1930	tallinna metallitööstuse meistrite ühing	""
tallinna moemaja	tallinna moemaja	3	1959	1960	1959	1960	tallinna moemaja	""
tallinna mustamäe gümnaasium	tallinna mustamäe gümnaasium	2	2000	2005	2000	2005	tallinna mustamäe gümnaasium	""
tallinna muusikakeskkool	tallinna muusikakeskkool	1	2001	2001	2001	2001	tallinna muusikakeskkool	""
tallinna muusikakool	tallinna muusikakool	2	1954	2014	1954	2014	tallinna muusikakool	""
tallinna mõõduriistade tehas	tallinna mõõduriistade tehas	1	1958	1958	1958	1958	tallinna mõõduriistade tehas	""
tallinna mööbelseppmeistrite mööblimüügiühing	tallinna mööbelseppmeistrite mööblimüügiühing	1	1940	1940	1940	1940	tallinna mööbelseppmeistrite mööblimüügiühing	""
tallinna mööblimaja	tallinna mööblimaja	1	1995	1995	1995	1995	tallinna mööblimaja	""
tallinna n.m.k.ü.	tallinna n.m.k.ü.	1	1926	1926	1926	1926	tallinna n.m.k.ü.	""
tallinna n.m.k.ü.autokool	tallinna n.m.k.ü.autokool	3	1935	1937	1935	1937	tallinna n.m.k.ü.autokool	""
tallinna nahatööliste ametiühing	tallinna nahatööliste ametiühing	1	1928	1928	1928	1928	tallinna nahatööliste ametiühing	""
tallinna naisrõivurite ühing	tallinna naisrõivurite ühing	1	1938	1938	1938	1938	tallinna naisrõivurite ühing	""
tallinna nelipühakogudus eelim	tallinna nelipühakogudus eelim	1	2004	2004	2004	2004	tallinna nelipühakogudus eelim	""
tallinna nmkü	tallinna nmkü	2	1934	1939	1934	1939	tallinna nmkü	""
tallinna nmkü autokool	tallinna nmkü autokool	5	1939	1940	1939	1940	tallinna nmkü autokool	""
tallinna nmkü kehalise kasvatuse osakond	tallinna nmkü kehalise kasvatuse osakond	1	1931	1931	1931	1931	tallinna nmkü kehalise kasvatuse osakond	""
tallinna noorseppade malev	tallinna noorseppade malev	1	1936	1936	1936	1936	tallinna noorseppade malev	""
tallinna noorsooamet	tallinna noorsooamet	2	1999	1999	1999	1999	tallinna noorsooamet	""
tallinna noorsootöö keskus	tallinna noorsootöö keskus	2	2007	2008	2007	2008	tallinna noorsootöö keskus	""
